IP Year,Investment Name,Project Details,Department,Service Area,Investment Type,Capital Cost,Percent Funded,Class Estimate,SPAP Theme,Lifecycle Activity Driver,Neighbourhood,Ward,Location,Funded,Unfunded,Funding Year,Growth Enabling or Supportive,Previously Approved Project Funding,GAHP,Rank,Disposal,Preliminary Capital Cost 10 Year,Preliminary Funded 10 Year,Preliminary Unfunded 10 Year,Preliminary Capital Cost 6 Year,Preliminary Funded 6 Year,Preliminary Unfunded 6 Year
2024,Bus Radio and Intelligent Transportation System (ITS) Replacement,"This project will see the replacement of existing bus radio hardware, equipment, and Intelligent Transportation Systems (ITS). The project will include replacement of radios on the entire Transit fleet currently approaching the end of useful life.",Winnipeg Transit,Public Transit,Program,0,1,,A Green and Growing City with Sustainable Renewal of Infrastructure,Renew,,,,0,0,2032,,,N,8,,,,,,,
2023,Community and Neighbourhood Parks,text,Public Works,Parks - Local,Program,50320000,0,,Good Health & Well-Being,Renew,,,,2800000,0,2027,,,,,,,,,,,
2024,Lift Station Upgrading: Station Rehabilitation,"This is a program for mitigating hydraulic, structural, safety, odour and aesthetic problems, as well as for undertaking capacity assessments for the 75 lift stations and associated force mains, gate chambers, and related works in the sewage collection system.",Water and Waste,Wastewater,Program,0,1,,A Green and Growing City with Sustainable Renewal of Infrastructure,Upgrade,,,,7000000,0,2032,,,N,9,,,,,,,
2024,Electric Vehicles and Infrastructure,This annual program would fund replacement of approximately 16 vehicles with electric vehicles and supporting infrastructure.,Public Works,Multiple Organizational Support Services,Program,0,0,,A Green and Growing City with Sustainable Renewal of Infrastructure,Upgrade,,,,0,2000000,2029,,,N,4,,,,,,,
2024,Enterprise Resource Planning (ERP) Peoplesoft Renewal Program,"Human Resources, Finance and most or all City employees use PeopleSoft HR and Financials ERP modules that are at end of life. Short term support for the modules is provided by a third-party company.  The City needs additional functions, features and applications that are not available in the current PeopleSoft ERP modules. Many are also not available in the latest PeopleSoft updated versions and developing them will require customizations that are cost-prohibitive.",Innovation and Technology,Multiple Organizational Support Services,Program,0,1,,A City that Works for Residents through Improved Customer Service,Upgrade,,,,7843000,0,2030,,,N,2,,,,,,,
2023,Regional Parks - Kilcona Park Master Plan Implementation,text,Public Works,Parks - Regional,Project,14805000,0,4,Good Health & Well-Being,Upgrade,Kil-Cona Park,North Kildonan,POINT (-97.02240216 49.93267232),0,6482000,2025,,,,,,,,,,,
2024,NG911,"CRTC NG9-1-1 standards require upgrades to call handling systems to ensure 9-1-1 data can be appropriately handled. It also requires primary and back-up PSAPS centres have physical and electronic security measures in place. These funds will be used to construct a 9-1-1 back-up centre to meet national standards, and implement an on-premise 9-1-1 communication system.",Fire Paramedic Service,Fire & Rescue Response,Project,0,1,5,"A Livable, Safe, Healthy, Happy City",Upgrade,,,,0,0,2027,,,N,3,,,,,,,
2024,Primary Transit Network Infrastructure,"This program will support the Winnipeg Transit Master Plan complete redesign of the transit network city-wide. In the proposed new transit network, several new routes will require dedicated bus loops, stations, mobility hubs, comfort stations for bus operators, and new traffic signals where buses/ riders will be turning onto or crossing major arterial streets. This project also includes public engagement, communications, and marketing to ensure Winnipeg Transit customers and the broader public are aware and can provide input on the proposed changes and their impacts. This project also funds installation and removal of bus stop signs and other similar elements required to transition the city-wide transit network.",Winnipeg Transit,Public Transit,Program,20400000,1,,A Green and Growing City with Sustainable Renewal of Infrastructure,Upgrade,,,,0,0,2024,,,N,4,,,,,,,
2024,Route 90 Improvements - Taylor to Ness,"The proposed project involves the widening and reconstruction of Route 90 from four to six lanes from Ness Avenue to Taylor Avenue. Considerable interchange and bridge improvements are required, which will include rehabilitation and reconstruction of the St. James Bridges crossing the Assiniboine River and modifications to the Portage Avenue interchange.",Public Works,Roads - Regional,Project,0,0,5,A Strong Economy,Growth,Mathers,River Heights - Fort Garry,POINT (-97.2067161202326 49.8518082577844),0,0,2031,Growth-supportive infrastructure,,N,4,,,,,,,
2024,Digital Customer Solutions,This program will mature the existing Water and Waste Department's digital customer platforms (e.g. MyUtility and Lawyer Gateway). It will also provide new digital customer experiences.,Innovation and Technology,Wastewater,Program,0,1,,A City that Works for Residents through Improved Customer Service,Upgrade,,,,600000,0,2031,,,N,2,,,,,,,
2024,Soil Fabrication for Landfill Cover,"This is a program for all-season fabrication of soil to supplement city topsoil requirements. The soil fabrication process uses city residuals, such as biosolids, street sweepings from winter road operations (sand and grit), and woodchips to fabricate topsoil. This is then spread and seeded with native prairie species at the City landfills. Operations include ongoing environmental and vegetative monitoring.",Water and Waste,Solid Waste Disposal,Program,0,0,,A Green and Growing City with Sustainable Renewal of Infrastructure,Upgrade,,,,0,0,2031,,,N,3,,,,,,,
2023,Transition to Zero Emission Buses,text,Winnipeg Transit,Public Transit,Program,629575000,1,,Environmental Resilience,Renew,,,,100908000,0,2026,,,,,,,,,,,
2024,Brady Road Resource Management Facility - Landfill Gas Capture Expansion,"There is an obligation under the Province of Manitoba Environment Act Licence No. 3081 R for the Brady Road Resource Management Facility (BRRMF) to control odours leaving the landfill site. If the gas is not collected, objectionable odours may be experienced by the nearby neighbourhoods from the active filling area. Additionally, flammable gases will be released uncontrolled from the decomposing waste which may pose public health and safety risks. The Climate Change and Emissions Reductions Act requires the City to collect and destroy methane gas generated by the BRRMF, consistent with Provincial directives on greenhouse gas reduction and odour control.",Water and Waste,Solid Waste Disposal,Program,7350000,1,,A Green and Growing City with Sustainable Renewal of Infrastructure,Growth,La Barriere,St. Norbert - Seine River,POINT (-97.212998 49.757805),0,0,2024,,,N,1,,,,,,,
2023,Community Centre Investment Fund (CCIF),text,Community Services,Recreation,Program,50000000,0,,Good Health & Well-Being,Upgrade,,,,0,0,2027,,,,,,,,,,,
2023,Tree Replacement on Major Routes,text,Public Works,Urban Forests,Program,12688000,0,,Environmental Resilience,Renew,,,,0,1698000,2031,,,,,,,,,,,
2023,South Winnipeg Recreation Campus: Library & Site Development,text,Community Services,Libraries,Project,14000000,0,5,Good Health & Well-Being,Growth,Waverley Heights,Waverley West,POINT (-97.16136642 49.80968945),1500000,0,2026,Growth-supportive infrastructure,,,,,,,,,,
2024,North End Sewage Treatment plant (NEWPCC) Upgrades: Power Supply and Headworks Facilities,,Water and Waste,Wastewater,Project,0,1,3,A Green and Growing City with Sustainable Renewal of Infrastructure,Upgrade,West Kildonan Industrial,Old Kildonan,POINT (-97.10764 49.95172),0,0,2030,Growth-enabling infrastructure,,N,11,,,,,,,
2023,Riverbank Stabilization Physical Asset Protection (RSPAP) Program,text,"Planning, Property & Development",Land Drainage & Flood Control,Program,198000000,0,,Environmental Resilience,Upgrade,,,,0,19800000,2026,,,,,,,,,,,
2023,Network Products Evergreen,text,Innovation and Technology,Multiple Organizational Support Services,Program,7622000,1,,Economic Prosperity,Renew,,,,492000,0,2031,,,,,,,,,,,
2024,Parks and Recreation Enhancement Program,"Program is focused on playground restorations, including play equipment and safety surface replacements, along with associated amenity and pathway improvements to enhance accessibility, and other park and recreation enhancements.",Public Works,Parks - Local,Program,0,1,,"A Livable, Safe, Healthy, Happy City",Renew,,,,1275000,0,2032,,,Y,1,,,,,,,
2023,Road Safety Strategy Implementation,text,Public Works,Roads - Regional,Program,21790000,0,,Economic Prosperity,Upgrade,,,,0,4156000,2025,,,,,,,,,,,
2024,Freight House Outdoor Pool Redevelopment,"The existing outdoor pool at this site is in poor condition and lacks the capacity to adequately serve the needs of the community. The pool is located in an geographic area of higher needs and it does not meet current accessibility standards nor provide adequate play value and amenities to serve this community. The new pool will include contemporary pool features such as an accessible pool access ramp, slides, spray features, shaded seating areas, diving board(s) and a new pool change/washroom and mechanical system building.",Community Services,Recreation,Project,0,0,5,"A Livable, Safe, Healthy, Happy City",Upgrade,Centennial,Point Douglas,POINT (-97.151199 49.905231),0,0,2031,,,Y,14,,,,,,,
2024,Water and Waste Department Business Intelligence,"This project will develop a solution that will improve access to data and information, provide improved analytics, dashboarding, and reporting functionality, provide timely reporting of data, and generate insights to improve evidence-based decision-making.",Innovation and Technology,Wastewater,Program,0,1,,A City that Works for Residents through Improved Customer Service,Upgrade,,,,980000,0,2027,,,N,4,,,,,,,
2024,Feeder Main Condition Assessment and Rehabilitation,"Feeder mains are specialized large diameter pipes used to convey drinking water throughout the City. The majority of feeder mains were installed in the 1960s and require inspection, testing, and maintenance to preserve the asset. Funds are for condition assessment and rehabilitation work, including structural assessments, inspections, purchase of testing equipment, replacement of valves and related components, structural repairs, valve chamber rehabilitation, and restoration works.",Water and Waste,Water,Program,0,1,,A Green and Growing City with Sustainable Renewal of Infrastructure,Renew,,,,450000,0,2026,,,N,8,,,,,,,
