Sub Code,Street Name,Street Number,Historical Name,Construction Date,Condition 1,Condition 2,Date Listed,Long Report URL,Short Report URL,Map URL,Grade,Location,Point
List of Historical Resources,Princess Street,208,McLaughlin Motor Car Company Building,1902 & 1906,"With the following exterior elements:1) Three-storey brick and stone building with flat roof located at the northwest corner of Princess Street and Ross avenue, its main facades facing east onto Princess Street and its south onto Ross Avenue, its north facade hidden by neighbouring building, and its west facing the back lane;2) the front (east) facade with its rusticated stone base, ground floor display windows and doors in rectilinear openings, the upper floors divided by brick pilasters connected by wide arches with brick drip moulding, the upper floor windows in arched openings and the flat roof with corbelled brick accenting;3) the south facade with its windows in arched openings, brick pilasters connected by wide arches with brick drip moulding and corbelled brick accenting at the roofline; and4) the rear (west) facade with windows in arched openings on all three floors, main floor loading doors in arched opening and metal fire escape.With the following interior elements:1) heavy timber mill structural system: and2) ornamental tin ceilings on the ground and the second floor of the south section of the building and original wood grill of the freight elevator.",,19/07/2017,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Princess-208-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Princess-208-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=155560&js=y,N/A,"(49.90154678195969, -97.14034284758972)",POINT (-97.14034284759 49.90154678196)
Commemorative List,Dromore Avenue,225,George Craig House,1912,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=133132&js=y,N/A,"(49.87244358093675, -97.17087439606729)",POINT (-97.170874396067 49.872443580937)
Commemorative List,Roslyn Road,36,J.C. Falls House,1907,,,05/04/1994,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Roslyn-36-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Roslyn-36-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=143156&js=y,III,"(49.88073383511548, -97.1437833898049)",POINT (-97.143783389805 49.880733835115)
Commemorative List,Burrows Avenue,820,Ukrainian Orthodox Cathedral of St. Mary the Protectress,1925,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=185134&js=y,N/A,"(49.92252239662958, -97.15660778534317)",POINT (-97.156607785343 49.92252239663)
List of Historical Resources,Roslyn Road,229,Nanton Estate gates,1901,,,14/09/1981,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Roslyn229-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Roslyn-Rd-229-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=143181&js=y,II,"(49.87958578025456, -97.15212143096682)",POINT (-97.152121430967 49.879585780255)
List of Historical Resources,Main Street,468,Birt's Saddlery (Baker Block),1901,,,05/03/1984,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Main468-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Main-468-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=154157&js=y,III,"(49.89767289020927, -97.1394468640456)",POINT (-97.139446864046 49.897672890209)
List of Historical Resources,McMillan Avenue,758,Anvers Apartments,1912,"With the following interior elements:1) original finishes of the hallways including doors, windows and stair detail",,01/03/1994,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/McMillan758-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/McMillan-758-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=138712&js=y,II,"(49.870968843995215, -97.15509728684397)",POINT (-97.155097286844 49.870968843995)
List of Historical Resources,Bannatyne Avenue,168,Chatfield Distributors (Franklin Press Building),1904,,,14/11/1983,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Bannatyne-168-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Bannatyne-168-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=148126&js=y,III,"(49.89761422029533, -97.13752244986237)",POINT (-97.137522449862 49.897614220295)
List of Historical Resources,Main Street,466,Woodbine Hotel,1901,With the following interior elements:1) pressed tin ceiling,,27/01/1986,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Main-466-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Main-466-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=154156&js=y,III,"(49.89757624959921, -97.13947384796916)",POINT (-97.139473847969 49.897576249599)
List of Historical Resources,Portage Avenue,276,Birks Building,1901,,,26/10/1999,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Portage-276-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Portage-276-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=141746&js=y,II,"(49.8939447843095, -97.14182738236063)",POINT (-97.141827382361 49.89394478431)
List of Historical Resources,Portage Avenue,410,Bradburn Block,1922,"With the following exterior elements: 1) three-storey brick and stone building with flat roof located at the southeast corner of Kennedy Street, its main façades facing north onto Portage Avenue and west onto Kennedy Street, its east façade facing a vacant lot and its south façade facing the back lane; and 2) the front (north) and west façades with their wide bands of stone above the commercial signage, the second floor with continuous stone sills, brick pilasters and windows in rectilinear openings, and corbelled brick, metal cornice and stone accented brick parapet at the roofline. With the following interior elements: 1) none",,25/01/2017,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Portage-410-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Portage-410-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=141761&js=y,N/A,"(49.891711744081974, -97.1480497500099)",POINT (-97.14804975001 49.891711744082)
Commemorative List,Des Meurons Street,554,Gauthier Block,1908,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=7635&js=y,N/A,"(49.890432555754586, -97.11162581406681)",POINT (-97.111625814067 49.890432555755)
Commemorative List,River Avenue,511,"First Church of Christ, Scientist",1910,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=142862&js=y,N/A,"(49.878545308716774, -97.14912058487157)",POINT (-97.149120584872 49.878545308717)
List of Historical Resources,Princess Street,33,Peck Building,1893,,,16/04/1984,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Princess-33-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Princess-33-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=155541&js=y,II,"(49.89651177325107, -97.14333881800182)",POINT (-97.143338818002 49.896511773251)
Commemorative List,Wolseley Avenue,830,Hugh Buxton Lyall House,1909,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=146163&js=y,N/A,"(49.87889028291374, -97.16572860739589)",POINT (-97.165728607396 49.878890282914)
Commemorative List,Wardlaw Avenue,525,Crescent-Fort Rouge United Church,1910,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=144508&js=y,N/A,"(49.87615787154902, -97.14719136137172)",POINT (-97.147191361372 49.876157871549)
Commemorative List,Wellington Crescent,408,Dr. Charles A. MacKenzie House,1909,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=145738&js=y,N/A,"(49.87299358067034, -97.15881326705252)",POINT (-97.158813267053 49.87299358067)
Commemorative List,Tache Avenue,240,St. Phillips Anglican Church,1904,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=72109&js=y,N/A,"(49.87929460323396, -97.12270530604017)",POINT (-97.12270530604 49.879294603234)
List of Historical Resources,James Avenue,109,James Avenue Pumping Station,1906,With the following interior elements:1) existing machinery and pumps,,15/11/1982,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/James109-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/James-109-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=8691&js=y,II,"(49.898998182571795, -97.13376671926586)",POINT (-97.133766719266 49.898998182572)
List of Historical Resources,Dorchester Avenue,1055,Firehall No. 12,1911,That any proposed renovations to the building be reviewed by the HBC so that the following interior elements can be retained:1) marble and iron ceiling;2) pressed tin ceiling; and 3) white glazed tiles on main and 2nd floors,,11/04/1983,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Dorchester-1055-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Dorchester-1055-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=133062&js=y,III,"(49.86765243033135, -97.1694644979667)",POINT (-97.169464497967 49.867652430331)
Commemorative List,West Gate,21,Dr. F.J. Hart House,1923,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=145975&js=y,N/A,"(49.87849749345165, -97.15907856735973)",POINT (-97.15907856736 49.878497493452)
Commemorative List,Spence Street,186,H. Ross House,1902,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=143679&js=y,N/A,"(49.88630950340825, -97.1546102203881)",POINT (-97.154610220388 49.886309503408)
Commemorative List,Burrows Avenue,648,Robertson Memorial United (Presbyterian) Church,1911,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=164222&js=y,N/A,"(49.92020034597937, -97.14924640515788)",POINT (-97.149246405158 49.920200345979)
Commemorative List,Broadway,597,Gaspe Apartments and Annex,1917 & 1929,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=130082&js=y,N/A,"(49.88574518261464, -97.15452714913356)",POINT (-97.154527149134 49.885745182615)
Commemorative List,East Gate,6,Dr. J. Halpenny House,1913,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=133541&js=y,N/A,"(49.87856269224101, -97.15691797841257)",POINT (-97.156917978413 49.878562692241)
Commemorative List,Alexander Avenue,691,Salem Mennonite Brethren Church,1906,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=146799&js=y,N/A,"(49.90757431504209, -97.15436411162997)",POINT (-97.15436411163 49.907574315042)
List of Historical Resources,Alexander Avenue,184,Ukrainian Cultural Centre,1912,,,21/04/1980,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Alexander184-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Alexander-184-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=185386&js=y,III,"(49.901245760883896, -97.13586963561681)",POINT (-97.135869635617 49.901245760884)
Commemorative List,Portage Avenue,546,St. Stephen's Presbyterian Church (Elim Chapel),1902,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=10050&js=y,N/A,"(49.889168811369025, -97.15451360359133)",POINT (-97.154513603591 49.889168811369)
List of Historical Resources,Preston Avenue,828,Rothesay Apartments,1912,With the following interior elements:1) main foyer including miniature wall paintings,,25/03/1991,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Preston-828-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Preston-828-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=141841&js=y,III,"(49.8838087051055, -97.16793128401935)",POINT (-97.167931284019 49.883808705106)
Commemorative List,Cathedral Avenue,94,Alexander Polson House,1894,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=165065&js=y,N/A,"(49.92199786526257, -97.12085116647499)",POINT (-97.120851166475 49.921997865263)
List of Historical Resources,Princess Street,164,Utility Building,1892,,,18/06/1979,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Princess-164-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Princess-164-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=155555&js=y,II,"(49.9004170338938, -97.1412046778307)",POINT (-97.141204677831 49.900417033894)
List of Historical Resources,Furby Street,222,Young United Church (tower only),1906,,,03/03/1986,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Furby222-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Furby-222-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=134676&js=y,II,"(49.88548096805458, -97.15835417391857)",POINT (-97.158354173919 49.885480968055)
Commemorative List,St John's Avenue,285,William H. Reid House,1906,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=180922&js=y,N/A,"(49.920937667888246, -97.12989596589982)",POINT (-97.1298959659 49.920937667888)
Commemorative List,Main Street,2015,Rainbow Stage,1952,,,,https://legacy.winnipeg.ca/ppd/documents/heritage/heritageresourcesreports/Main-2015-Rainbow-Stage-long.pdf,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=196801&js=y,N/A,"(49.94450525929728, -97.1111859399172)",POINT (-97.111185939917 49.944505259297)
Commemorative List,Bannerman Avenue,145,Rupert F. Inkster House,1912,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=162377&js=y,N/A,"(49.92434913215242, -97.12319678597599)",POINT (-97.123196785976 49.924349132152)
Commemorative List,Middle Gate,33,Col. J. Geddes House,1909,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=139003&js=y,N/A,"(49.87803692605197, -97.15704121242003)",POINT (-97.15704121242 49.878036926052)
List of Historical Resources,Main Street,441,Imperial Bank of Canada,1906,"With the following interior elements:1) basement - ornamental metal fixtures and gates, marble, vaults, curved stairwell and grating at the top with signage;2) main floor - entire banking hall, all wood detailing and preservation of the existing black marble banking counters;3) 2nd floor - oak woodwork, rear and front stairwells; and4) 3rd floor - glass roof lights",,28/10/1997,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Main441-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Main-441-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=154152&js=y,II,"(49.898109730743116, -97.13860066129189)",POINT (-97.138600661292 49.898109730743)
List of Historical Resources,Main Street,600,McKerchar Block,1902,"With the following exterior elements:1) three-storey common clay brick building with flat roof located mid-block on the west side of Main Street north of Alexander Avenue, its main facade facing east onto Main Street, its south facade hidden by a neighbouring building, its north facade facing a surface parking lot and its west facade facing the back lane;2) its main (east) facade with second storey with paired and attached columns with brick bases and heads and paired windows in rectilinear openings with continuous stone sills and stone heads, third storey windows in arched openings and stone lug sills and the spandrels with ornamental brickwork and the flat roof with corbelled brick and stone accenting and a flagpole;3) the north facade with third storey windows in arched openings; and4) the rear (west) facade with arched window openings on all floors, loading and entrance doors and open metal fire escape.With the following interior elements:1) volume, finishes and skylight of north side staircase;2) wood and glass finishes of central hallways; and3) ornamental tin ceilings on ground and second floor.",,11/10/2016,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Main-600-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Main-600-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=8711&js=y,N/A,"(49.90215283750181, -97.1366581122832)",POINT (-97.136658112283 49.902152837502)
